LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-05-09 05:42:21,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:21,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:21,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:21,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:22,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:23,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:24,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:25,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,,00:00:00:00:00:02,-39,,0.000000,0.000000,0.000,0.000,Client
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,,00:00:00:00:00:02,-39,,0.000000,0.000000,0.000,0.000,Client
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:26,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:27,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:28,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:29,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:30,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:31,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-09 05:42:32,1900-01-00 00:00:00,Home WiFi,00:00:00:00:00:01,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
